customer_term,matched_product_code,matched_product_name,confidence_score,reasoning,match_type,timestamp,source_files
"Fosforikupari 2,0mm",7074705,FOSFORIK.JUOTE CUPAG 5%  2.0 MM,1.0,"'FOSFORIK.JUOTE' is phosphorus copper solder, matching 'Fosforikupari'. The diameter '2.0 MM' is also an exact match. The requested unit 'pkt' (package) is offered as 'KG', which is a unit conversion but the product is correct.",equivalent,2025-09-09T23:53:38.719668,customer_example1.txt + offer_example1.txt
Käyttövesipatterit Formaterm 400x400 5482061,5482061,KÄYTTÖVESIPATTERI M4-04 FE 400X400,1.0,The product code '5482061' is an exact match. The name also matches 'Käyttövesipatteri' and dimensions '400x400'.,exact,2025-09-09T23:53:38.719668,customer_example1.txt + offer_example1.txt
Rvo venttiilit käyttövesi 3/8”,4034042,PATTERIVENTTIILI RVO-1 SUORA DN10,1.0,"The product is an 'RVO' valve. Size DN10 is the metric equivalent of 3/8"". 'Patteriventtiili' (radiator valve) fits the context of use with domestic water radiators.",equivalent,2025-09-09T23:53:38.719668,customer_example1.txt + offer_example1.txt
Sulkutulpat käyttövesi 3/8”,4162040,TULPPA 3/8 O-RENKAIN,1.0,Product name 'TULPPA' (plug) matches 'Sulkutulpat' and the size '3/8' is an exact match.,exact,2025-09-09T23:53:38.719668,customer_example1.txt + offer_example1.txt
Sink 54 kulmia +,0487718,M-PRESS SINK KÄYRÄ 90 S/S 54,0.9,"Matches 'Sink' (Sinkitty/galvanized), '54', and 'kulma' (käyrä/elbow). The '+' sign is interpreted as S/S (female/female). The offered product is M-Press, which is a common system for this type of product, although not explicitly requested.",approximate,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
Sink 54 kulmia -,0487729,M-PRESS SINK KÄYRÄ 90 S/U 54,0.9,"Matches 'Sink' (Sinkitty/galvanized), '54', and 'kulma' (käyrä/elbow). The '-' sign is interpreted as S/U (female/male). The offered product is M-Press, which is a common system for this type of product, although not explicitly requested.",approximate,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
"1/2"" ilmakello",4162345,"AUTOM. ILMANPOISTIN 1/2""",1.0,"'Ilmakello' is a common colloquial term for 'ilmanpoistin' (air vent). The size 1/2"" matches exactly.",equivalent,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
"1- 3/4"" sup kaksois",1570913,SUPISTUSKAKSOISNIPPA MESS 1 X 3/4,1.0,"Customer's term 'sup kaksois' is a direct abbreviation for 'supistuskaksoisnippa' (reducing double nipple). The sizes 1"" x 3/4"" match perfectly. The material (brass) is standard.",exact,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
"3/4"" sulku",3711010,"PALLOVENTTIILI EM SK/SK 3/4""",1.0,"'Sulku' (shut-off) is a general term, and 'palloventtiili' (ball valve) is a very common type of shut-off valve. The size 3/4"" matches.",equivalent,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
"Cu 2""uk- 54 nippa",1549658,M-PRESS CU LIITIN/MUHVI UK 54 X 2,0.9,"Matches 'Cu' (copper), '2""uk' (2"" male thread), '54' (mm pipe size), and 'nippa' (liitin/connector). The offered product is M-Press, which was not specified by the customer but is a suitable system.",approximate,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
Cu 76- 64mm juotettava suppari,1524337,KAPILLAARI SUPISTUSNIPPA 76.1 X 64,1.0,'Juotettava' (solderable) corresponds to 'kapillaari'. 'Suppari' is short for 'supistusnippa' (reducer). The sizes 76mm (76.1mm OD) to 64mm match exactly.,exact,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
64 Cu kulma juotettava,1500112,KAPILLAARIKÄYRÄ 90 S/U 64,0.95,"'Cu kulma juotettava' (solderable copper elbow) is a 'kapillaarikäyrä'. The size 64mm matches. The customer did not specify the connection type, and S/U is a standard offering.",equivalent,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
Cu 64 muhvi juotettava,1527012,KAPILLAARIMUHVI 64,1.0,'Cu muhvi juotettava' (solderable copper sleeve) is a 'kapillaarimuhvi'. The size 64mm matches exactly.,exact,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
"Cu 2""-54 juotettava yhdistäjä",1573742,YHDISTÄJÄ MESS UK 2 X 54,0.7,"Matches 'yhdistäjä' (connector) and sizes 2"" to 54mm. However, the customer requested a solderable copper part, and the offer is a threaded brass (MESS) connector. This is a functional substitute but differs in material and connection type.",substitute,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
Cu 64 läpi haara,1513012,KAPILLAARI T-YHDE 64,1.0,'Haara' (branch) or 'läpi haara' (through branch) corresponds to a T-piece ('T-yhde'). The size 64mm matches.,exact,2025-09-09T23:57:25.655383,customer_example1.txt + offer_example1.txt
Dn65 mustaputki,0404342,PUTKI HITS ST37.0 6M 76.1X2.9,1.0,'Mustaputki' (black pipe) matches. DN65 corresponds to the 76.1mm outer diameter. The product is a weldable ('HITS') pipe as expected for this category.,exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
Dn 65/50 musta hitsattava suppari,0572087,HITSATTAVA SUPISTUSYHDE 76.1X60.3,1.0,'Musta hitsattava suppari' (black weldable reducer) is a 'hitsattava supistusyhde'. The nominal sizes DN65 and DN50 correspond exactly to the outer diameters 76.1mm and 60.3mm.,exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
Dn 100 musta käyrä,0550383,HITSATTAVA KÄYRÄ 90º SAUM 114.3X3.6,1.0,'Musta käyrä' (black elbow) is a 'hitsattava käyrä'. The nominal size DN100 corresponds exactly to the outer diameter 114.3mm.,exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
Dn 65 musta käyrä,0550289,HITSATTAVA KÄYRÄ 90º SAUM 76.1X2.9,1.0,'Musta käyrä' (black elbow) is a 'hitsattava käyrä'. The nominal size DN65 corresponds exactly to the outer diameter 76.1mm.,exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
Dn50 hits kierrenippa,0589909,HITSATTAVA NIPPA 35.8/I 60.3X160,0.8,"Matches 'hitsattava nippa' (weldable nipple) and size DN50 (60.3mm OD). However, the customer requested a 'kierrenippa' (threaded nipple), and the offered product is a plain weld nipple.",approximate,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
75mm c pidin,3221076,C-PIDIN PIKAL ERISTETTY M8/M10 72-78MM 2 1/2”,1.0,'c pidin' matches the product name. The offered product's size range of 72-78mm correctly covers the requested 75mm.,exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
"3/4"" hitsattava nippa",0589905,HITSATTAVA NIPPA 35.8/I 26.9X100,1.0,"Matches 'hitsattava nippa' (weldable nipple). The size 3/4"" (DN20) corresponds to the 26.9mm outer diameter.",exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
"2"" s/u musta yhdistäjä",0734109,KARTIOLIITIN MUSTA SK/UK DN 50,1.0,"'Kartioliitin' is a type of 'yhdistäjä' (connector). 'Musta' (black), 2"" (DN50), and 's/u' (SK/UK - female/male) all match perfectly.",equivalent,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
KIERRELIITIN MUOVI FALUPLAST 32 x 3/4 UK-1/2 SK,2488911,KIERRELIITIN 32X3/4-1/2 UK/SK,1.0,"The product name, sizes (32mm, 3/4"" UK, 1/2"" SK), and type match exactly. The additional info 'FALU 76300' confirms it is a Faluplast product as requested.",exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
32mm viemäri putki,2420031,MUHVITON PUTKI PP 32 X 3000,0.9,"Matches 32mm pipe for sewer ('viemäri') applications. The customer requested 10m, and the offer is for 3 pieces of 3m pipe (total 9m). It's a close match in length, delivered in sections.",approximate,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
32mm viemäri kulma,2440241,MUHVIKULMA 32 X 88.5,1.0,"'Viemäri kulma' (sewer elbow) is a 'muhvikulma'. The size 32mm matches, and 88.5° is a standard angle.",exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
Vesimittari numerolla: 4415642,4415642,VESIMITTARI M-BUS DN40-Q16 KV,1.0,The product code 4415642 in the customer request matches the offered product code exactly.,exact,2025-09-09T23:57:25.656382,customer_example1.txt + offer_example1.txt
110mm siniraita,1818827,PAINEPUTKI PE-100 6M 110X6.6,1.0,Customer requested '110mm siniraita' (blue stripe pipe). The offered product is a 110mm pressure pipe with 'SIN.RAITA' in the description.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
110mm siniraita t haara,1818872,T-YHDE 90°  110 MM,1.0,Customer requested a 't haara' (T-piece) for 110mm pipe. The offered product 'T-YHDE 90° 110 MM' is an exact match.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
110mm siniraita muhvi,1818896,JATKOMUHVI 110 MM,1.0,Customer requested a 'muhvi' (sleeve/coupling) for 110mm pipe. 'JATKOMUHVI' is a direct equivalent term. Size 110mm matches.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
110mm siniraita kulma 90,1818854,KULMA 90° 110 MM,1.0,Customer requested a 'kulma 90' (90-degree elbow) for 110mm pipe. The offered product 'KULMA 90° 110 MM' is an exact match.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
110mm siniraita kylmä suppari 110-90mm,1818884,SUPISTUSLIITIN 110-90 MM,1.0,Customer requested a 'kylmä suppari' (reducer) from 110mm to 90mm. 'SUPISTUSLIITIN' is the technical term for a reducer. Dimensions match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
90mm siniraita,1818826,PAINEPUTKI PE-100 6M  90X5.4,1.0,Customer requested '90mm siniraita' (blue stripe pipe). The offered product is a 90mm pressure pipe with 'SIN.RAITA' in the description.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
90mm siniraita t haara,1818871,T-YHDE 90°  90 MM,1.0,Customer requested a 't haara' (T-piece) for 90mm pipe. The offered product 'T-YHDE 90° 90 MM' is an exact match.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
90mm siniraita muhvi,1818895,JATKOMUHVI 90 MM,1.0,Customer requested a 'muhvi' (sleeve/coupling) for 90mm pipe. 'JATKOMUHVI' is a direct equivalent term. Size 90mm matches.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
90mm siniraita kulma,1818853,KULMA 90° 90 MM,1.0,"Customer requested a 'kulma' (elbow) for 90mm pipe. The offer provides a standard 90-degree elbow, which is an exact match.",exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
90mm siniraita kylmä suppari 90-75mm,1818883,SUPISTUSLIITIN 90 - 75 MM,1.0,Customer requested a 'kylmä suppari' (reducer) from 90mm to 75mm. 'SUPISTUSLIITIN' is the technical term for a reducer. Dimensions match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
90mm siniraita kylmä suppari 90-63mm,1818882,SUPISTUSLIITIN 90-63 MM,1.0,Customer requested a 'kylmä suppari' (reducer) from 90mm to 63mm. 'SUPISTUSLIITIN' is the technical term for a reducer. Dimensions match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
75mm siniraita,1818825,PAINEPUTKI PE-100 6M  75X4.5,1.0,Customer requested '75mm siniraita' (blue stripe pipe). The offered product is a 75mm pressure pipe with 'SIN.RAITA' in the description.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
75mm siniraita t haara,1818870,T-YHDE 90°  75 MM,1.0,Customer requested a 't haara' (T-piece) for 75mm pipe. The offered product 'T-YHDE 90° 75 MM' is an exact match.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
75mm siniraita muhvi,1818894,JATKOMUHVI 75 MM,1.0,Customer requested a 'muhvi' (sleeve/coupling) for 75mm pipe. 'JATKOMUHVI' is a direct equivalent term. Size 75mm matches.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
75mm siniraita kulma,1818852,KULMA 90° 75 MM,1.0,"Customer requested a 'kulma' (elbow) for 75mm pipe. The offer provides a standard 90-degree elbow, which is an exact match.",exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
75mm siniraita kylmä suppari 75-63mm,1818881,SUPISTUSLIITIN 75 - 63 MM,1.0,Customer requested a 'kylmä suppari' (reducer) from 75mm to 63mm. 'SUPISTUSLIITIN' is the technical term for a reducer. Dimensions match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
63mm siniraita,1818844,PAINEPUTKI PE-100 6M  63X3.8,1.0,Customer requested '63mm siniraita' (blue stripe pipe). The offered product is a 63mm pressure pipe with 'SIN.RAITA' in the description.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
63mm siniraita muhvi,1818893,JATKOMUHVI 63 MM,1.0,Customer requested a 'muhvi' (sleeve/coupling) for 63mm pipe. 'JATKOMUHVI' is a direct equivalent term. Size 63mm matches.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
63mm siniraita kulma,1818851,KULMA 90° 63 MM,1.0,"Customer requested a 'kulma' (elbow) for 63mm pipe. The offer provides a standard 90-degree elbow, which is an exact match.",exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
50mm siniraita,1818845,"PAINEPUTKI PE-100 6M 50X4,6",1.0,Customer requested '50mm siniraita' (blue stripe pipe). The offered product is a 50mm pressure pipe with 'SIN.RAITA' in the description.,exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
50mm siniraita muhvi,1818892,JATKOMUHVI 50 MM,1.0,Customer requested a 'muhvi' (sleeve/coupling) for 50mm pipe. 'JATKOMUHVI' is a direct equivalent term. Size 50mm matches.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
50mm siniraita kulma,1818850,KULMA 90° 50 MM,1.0,"Customer requested a 'kulma' (elbow) for 50mm pipe. The offer provides a standard 90-degree elbow, which is an exact match.",exact,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Solukumi eriste 110/19,3126693,SOLUKUMISUKKA 19 X 114,0.95,Customer requested 'Solukumi eriste' (cellular rubber insulation) 110/19. The offered 'SOLUKUMISUKKA' (cellular rubber sleeve) matches the type and 19mm thickness. The 114mm inner diameter is the correct size for a 110mm outer diameter pipe.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Solukumi eriste 90/19,3126690,SOLUKUMISUKKA 19 X  89,0.95,Customer requested 'Solukumi eriste' 90/19. The offered 'SOLUKUMISUKKA' matches the type and 19mm thickness. The 89mm inner diameter is the correct size for a 90mm outer diameter pipe.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Solukumi eriste 75/19,3126688,SOLUKUMISUKKA 19 X  76,0.95,Customer requested 'Solukumi eriste' 75/19. The offered 'SOLUKUMISUKKA' matches the type and 19mm thickness. The 76mm inner diameter is the correct size for a 75mm outer diameter pipe.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Solukumi eriste 63/19,3126686,SOLUKUMISUKKA 19 X  64,0.95,Customer requested 'Solukumi eriste' 63/19. The offered 'SOLUKUMISUKKA' matches the type and 19mm thickness. The 64mm inner diameter is the correct size for a 63mm outer diameter pipe.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Solukumi eriste 50/19,3126683,SOLUKUMISUKKA 19 X  54,0.95,Customer requested 'Solukumi eriste' 50/19. The offered 'SOLUKUMISUKKA' matches the type and 19mm thickness. The 54mm inner diameter is the correct size for a 50mm outer diameter pipe.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Kannakkeet hst materiaalilla 110,3232090,TEOLLISUUSPIDIN HST ERISTETTY M10,1.0,"Customer requested 'Kannakkeet hst' (stainless steel brackets) for 110mm pipe. The offered 'TEOLLISUUSPIDIN HST' (industrial clamp, stainless steel) with a size range of 102-116mm is a perfect match.",equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Kannakkeet hst materiaalilla 90,3232088,TEOLLISUUSPIDIN HST ERISTETTY M10,1.0,Customer requested 'Kannakkeet hst' for 90mm pipe. The offered 'TEOLLISUUSPIDIN HST' with a size range of 87-92mm is a perfect match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Kannakkeet hst materiaalilla 75,3232086,TEOLLISUUSPIDIN HST ERISTETTY M10,1.0,Customer requested 'Kannakkeet hst' for 75mm pipe. The offered 'TEOLLISUUSPIDIN HST' with a size range of 72-78mm is a perfect match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Kannakkeet hst materiaalilla 63,3232084,TEOLLISUUSPIDIN HST ERISTETTY M8,1.0,Customer requested 'Kannakkeet hst' for 63mm pipe. The offered 'TEOLLISUUSPIDIN HST' with a size range of 60-64mm is a perfect match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Kannakkeet hst materiaalilla 50,3232082,TEOLLISUUSPIDIN HST ERISTETTY M8,1.0,Customer requested 'Kannakkeet hst' for 50mm pipe. The offered 'TEOLLISUUSPIDIN HST' with a size range of 48-53mm is a perfect match.,equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
10mm roppuja,3254684,NAILONTULPPA DUOPOWER 10X50,1.0,"Customer requested '10mm roppuja' (10mm wall plugs). The offered 'NAILONTULPPA' (nylon plug) is a type of wall plug, and the 10mm dimension matches.",equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
100mm hst jalkaruuveja,3217386,SÄÄTÖRUUVI STS 8X100 RST A2,0.95,"Customer requested '100mm hst jalkaruuveja' (100mm stainless steel hanger bolts). The offered 'SÄÄTÖRUUVI' (adjustment screw) is functionally equivalent to a hanger bolt in this context. 'RST A2' is stainless steel (hst), and the 100mm length matches.",equivalent,2025-09-09T23:59:07.629713,customer_example1.txt + offer_example1.txt
Classik läpiviennit,7830302,EH-CLASSIC-LÄPIVIENTI 110-160 HA,1.0,"The customer explicitly requested 'Classik läpiviennit'. The offered product name contains 'CLASSIC-LÄPIVIENTI'. The size range 110-160 is suitable for all other requested items (110, 125, 160), and the offered quantity of 4 matches the number of required penetrations.",exact,2025-09-09T23:59:55.974665,customer_example1.txt + offer_example1.txt
Viemärin tuuletus,7830317,TUULETUSPUTKI 110/ER/500 HA,1.0,"A standard sewer vent ('Viemärin tuuletus') uses a 110mm pipe. The offered product is a 110mm ventilation pipe ('TUULETUSPUTKI 110'). The offer includes two units, one for this purpose and one for the radon vent.",equivalent,2025-09-09T23:59:55.974665,customer_example1.txt + offer_example1.txt
Radon tuuletus,7830317,TUULETUSPUTKI 110/ER/500 HA,1.0,Radon ventilation ('Radon tuuletus') commonly uses a 110mm pipe. The offered product is a 110mm ventilation pipe ('TUULETUSPUTKI 110'). This is the second of the two units offered.,equivalent,2025-09-09T23:59:55.974665,customer_example1.txt + offer_example1.txt
160 iv poisto,7830358,POISTOPUTKI 160/ER/700 HA,1.0,"The customer requested a '160 iv poisto' (160mm ventilation exhaust). The offered product is a 'POISTOPUTKI 160' (160mm exhaust pipe), which is a direct match for the size and function.",exact,2025-09-09T23:59:55.974665,customer_example1.txt + offer_example1.txt
125 huippuimuri,7820303,HUIPPUIMURI ECO125P/700 FLOW HARMAA,1.0,"The customer requested a '125 huippuimuri' (125mm roof fan). The offered product name is 'HUIPPUIMURI ECO125P', which is an exact match for the product type and size.",exact,2025-09-09T23:59:55.974665,customer_example1.txt + offer_example1.txt
Putki ZnFe 15,0478175,"TERÄSPUTKI SINK PN16 6M 15X1,2",1.0,Customer's 'Putki ZnFe 15' (Pipe galvanized 15) is an exact match for the offered 'TERÄSPUTKI SINK... 15' (Steel pipe galvanized... 15).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Putki ZnFe 22,0478180,"TERÄSPUTKI SINK PN16 6M 22X1,5",1.0,Customer's 'Putki ZnFe 22' (Pipe galvanized 22) is an exact match for the offered 'TERÄSPUTKI SINK... 22' (Steel pipe galvanized... 22).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Putki ZnFe 28,0478182,"TERÄSPUTKI SINK PN16 6M 28X1,5",1.0,Customer's 'Putki ZnFe 28' (Pipe galvanized 28) is an exact match for the offered 'TERÄSPUTKI SINK... 28' (Steel pipe galvanized... 28).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Putki ZnFe 35,0478184,"TERÄSPUTKI SINK PN16 6M 35X1,5",1.0,Customer's 'Putki ZnFe 35' (Pipe galvanized 35) is an exact match for the offered 'TERÄSPUTKI SINK... 35' (Steel pipe galvanized... 35).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Putki ZnFe 42,0478186,"TERÄSPUTKI SINK PN16 6M 42X1,5",1.0,Customer's 'Putki ZnFe 42' (Pipe galvanized 42) is an exact match for the offered 'TERÄSPUTKI SINK... 42' (Steel pipe galvanized... 42).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Putki ZnFe 54,0478188,"TERÄSPUTKI SINK PN16 6M 54X1,5",1.0,Customer's 'Putki ZnFe 54' (Pipe galvanized 54) is an exact match for the offered 'TERÄSPUTKI SINK... 54' (Steel pipe galvanized... 54).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 15x90+,0487712,M-PRESS SINK KÄYRÄ  90  S/S  15,1.0,Customer's '15x90+' (15mm 90-degree bend) is an exact match for the offered 'KÄYRÄ 90... 15' (Bend 90... 15). Both are for galvanized press fittings.,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 15 jatko,0487810,M-PRESS SINK MUHVI 15,1.0,Customer's 'jatko' (joint/coupling) is a functional equivalent to the offered 'MUHVI' (sleeve/coupling). Both are size 15 galvanized press fittings.,equivalent,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
"Osat Znfe 15x1/2"" uk",0487843,M-PRESS SINK LIITIN/MUHVI UK 15 X 1/2,1.0,"Customer's '15x1/2"" uk' (15mm x 1/2"" male thread) is an exact match for the offered 'LIITIN/MUHVI UK 15 X 1/2' (Fitting/Sleeve male thread 15 x 1/2).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe haara 15-15-15,0487753,M-PRESS SINK T-HAARA 15,1.0,"Customer's 'haara 15-15-15' (T-piece 15-15-15) is a straight 15mm T-piece, which is an exact match for the offered 'T-HAARA 15' (T-piece 15).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 22x90+,0487714,M-PRESS SINK KÄYRÄ  90  S/S  22,1.0,Customer's '22x90+' (22mm 90-degree bend) is an exact match for the offered 'KÄYRÄ 90... 22' (Bend 90... 22).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 22 jatko,0487812,M-PRESS SINK MUHVI 22,1.0,Customer's 'jatko' (joint/coupling) is a functional equivalent to the offered 'MUHVI' (sleeve/coupling). Both are size 22 galvanized press fittings.,equivalent,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
"Osat Znfe 22x3/4"" uk",0487848,M-PRESS SINK LIITIN/MUHVI UK 22 X 3/4,1.0,"Customer's '22x3/4"" uk' (22mm x 3/4"" male thread) is an exact match for the offered 'LIITIN/MUHVI UK 22 X 3/4' (Fitting/Sleeve male thread 22 x 3/4).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe haara 22-15-22,0487786,M-PRESS SINK T-HAARA 22 X 15,1.0,Customer's 'haara 22-15-22' (T-piece with 22mm run and 15mm branch) is an exact match for the offered 'T-HAARA 22 X 15' (T-piece 22 x 15).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe sup 22-15,0487871,M-PRESS SINK SUPISTUSYHDE 22 X 15,1.0,Customer's 'sup 22-15' (reducer 22-15) is an exact match for the offered 'SUPISTUSYHDE 22 X 15' (Reducer fitting 22 x 15).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 28x90+,0487715,M-PRESS SINK KÄYRÄ  90  S/S  28,1.0,Customer's '28x90+' (28mm 90-degree bend) is an exact match for the offered 'KÄYRÄ 90... 28' (Bend 90... 28).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 28 jatko,0487813,M-PRESS SINK MUHVI 28,1.0,Customer's 'jatko' (joint/coupling) is a functional equivalent to the offered 'MUHVI' (sleeve/coupling). Both are size 28 galvanized press fittings.,equivalent,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
"Osat Znfe 28x1"" uk",0487851,M-PRESS SINK LIITIN/MUHVI UK 28 X 1,1.0,"Customer's '28x1"" uk' (28mm x 1"" male thread) is an exact match for the offered 'LIITIN/MUHVI UK 28 X 1' (Fitting/Sleeve male thread 28 x 1).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 35x90+,0487716,M-PRESS SINK KÄYRÄ  90  S/S  35,1.0,Customer's '35x90+' (35mm 90-degree bend) is an exact match for the offered 'KÄYRÄ 90... 35' (Bend 90... 35).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 35 jatko,0487814,M-PRESS SINK MUHVI 35,1.0,Customer's 'jatko' (joint/coupling) is a functional equivalent to the offered 'MUHVI' (sleeve/coupling). Both are size 35 galvanized press fittings.,equivalent,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
"Osat Znfe 35x1 1/4"" uk",0487853,M-PRESS SINK LIITIN/MUHVI UK 35 X 1 1/4,1.0,"Customer's '35x1 1/4"" uk' (35mm x 1 1/4"" male thread) is an exact match for the offered 'LIITIN/MUHVI UK 35 X 1 1/4' (Fitting/Sleeve male thread 35 x 1 1/4).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe haara 35-35-35,0487757,M-PRESS SINK T-HAARA 35,1.0,"Customer's 'haara 35-35-35' (T-piece 35-35-35) is a straight 35mm T-piece, which is an exact match for the offered 'T-HAARA 35' (T-piece 35).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 42x90+,0487717,M-PRESS SINK KÄYRÄ  90  S/S  42,1.0,Customer's '42x90+' (42mm 90-degree bend) is an exact match for the offered 'KÄYRÄ 90... 42' (Bend 90... 42).,exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
Osat Znfe 42 jatko,0487815,M-PRESS SINK MUHVI 42,1.0,Customer's 'jatko' (joint/coupling) is a functional equivalent to the offered 'MUHVI' (sleeve/coupling). Both are size 42 galvanized press fittings.,equivalent,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
"Osat Znfe 42x1 1/2"" uk",0487855,M-PRESS SINK LIITIN/MUHVI UK 42 X 1 1/2,1.0,"Customer's '42x1 1/2"" uk' (42mm x 1 1/2"" male thread) is an exact match for the offered 'LIITIN/MUHVI UK 42 X 1 1/2' (Fitting/Sleeve male thread 42 x 1 1/2).",exact,2025-09-10T00:03:34.682429,customer_example1.txt + offer_example1.txt
